n-R5s80	ENSMUSG00000084545.1		
A930002I21Rik	ENSMUSG00000050179.3		OTTMUSG00000043282.1
4930517L18Rik	ENSMUSG00000104225.1		OTTMUSG00000050774.1
Ppp3ca	ENSMUSG00000028161.17		OTTMUSG00000016446.4
Gstm2-ps1	ENSMUSG00000107369.1		OTTMUSG00000055899.1
Gm15539	ENSMUSG00000081809.2		OTTMUSG00000023374.2
Mir1a-2	ENSMUSG00000106348.1		
AL607073.1	ENSMUSG00000118540.1		OTTMUSG00000074910.1
Clec2l	ENSMUSG00000079598.4		OTTMUSG00000074645.1
Gm11369	ENSMUSG00000083882.1		OTTMUSG00000000669.1
Fah	ENSMUSG00000030630.16		OTTMUSG00000025072.4
Cct6a	ENSMUSG00000029447.11		OTTMUSG00000055628.1
Traip	ENSMUSG00000032586.9		OTTMUSG00000050792.4
Gm37952	ENSMUSG00000104062.5		OTTMUSG00000050120.1
Ywhah	ENSMUSG00000018965.11		OTTMUSG00000016346.4
Gm27396	ENSMUSG00000088333.2		
Gm38356	ENSMUSG00000103318.1		OTTMUSG00000051294.1
Gm13063	ENSMUSG00000084869.1		OTTMUSG00000010229.1
Gm29856	ENSMUSG00000102432.1		OTTMUSG00000050370.1
Gm27987	ENSMUSG00000099287.1		
4930511E03Rik	ENSMUSG00000108187.1		OTTMUSG00000057787.1
Gm45012	ENSMUSG00000109052.1		OTTMUSG00000058948.1
Gm18839	ENSMUSG00000107424.1		OTTMUSG00000057212.1
Psmd8	ENSMUSG00000030591.17		OTTMUSG00000043396.2
Gm24650	ENSMUSG00000087730.1		
Gm24433	ENSMUSG00000077268.1		
Syce3	ENSMUSG00000078938.9		OTTMUSG00000049834.2
Nudt11	ENSMUSG00000073295.4		OTTMUSG00000016673.1
Gm4768	ENSMUSG00000108540.1		OTTMUSG00000058757.1
Gm5726	ENSMUSG00000096761.1		OTTMUSG00000038198.2
Gm8137	ENSMUSG00000112697.1		OTTMUSG00000064679.1
Zzef1	ENSMUSG00000055670.14		OTTMUSG00000006113.3
Gm9944	ENSMUSG00000095213.2		OTTMUSG00000074658.1
Gm16191	ENSMUSG00000087693.1		OTTMUSG00000031639.1
Gm13924	ENSMUSG00000084167.1		OTTMUSG00000015099.1
Pbld2	ENSMUSG00000020072.15		OTTMUSG00000065100.1
Gm14051	ENSMUSG00000086756.1		OTTMUSG00000015545.1
Gm49498	ENSMUSG00000116109.1		OTTMUSG00000070570.1
Ddx20	ENSMUSG00000027905.15		OTTMUSG00000029585.2
Gm44127	ENSMUSG00000107538.1		OTTMUSG00000057840.1
Gm44071	ENSMUSG00000107525.1		OTTMUSG00000057032.2
Gm47953	ENSMUSG00000114368.1		OTTMUSG00000069089.1
Mfsd4a	ENSMUSG00000059149.17		OTTMUSG00000024990.5
Gna15	ENSMUSG00000034792.8		OTTMUSG00000030451.1
Cacna1i	ENSMUSG00000022416.15		OTTMUSG00000034511.3
Olfr994	ENSMUSG00000075219.3		OTTMUSG00000013477.4
Gm23767	ENSMUSG00000095734.1		
Sox6os	ENSMUSG00000030664.3		OTTMUSG00000042305.1
Gm23097	ENSMUSG00000065382.1		
AU040972	ENSMUSG00000091523.1		OTTMUSG00000036787.1
Psenen	ENSMUSG00000036835.7		OTTMUSG00000059364.1
Gm26351	ENSMUSG00000088157.1		
Cnbd1	ENSMUSG00000073991.4		OTTMUSG00000004686.4
1700036A12Rik	ENSMUSG00000095956.2		OTTMUSG00000045218.1
Gm22702	ENSMUSG00000093113.1		
Gm11939	ENSMUSG00000078132.1		OTTMUSG00000004970.2
Gm4764	ENSMUSG00000085107.3		OTTMUSG00000017190.1
Nctc1	ENSMUSG00000087090.7		OTTMUSG00000018787.1
Gm32687	ENSMUSG00000112640.1		OTTMUSG00000064680.1
H2al1k	ENSMUSG00000100448.1		OTTMUSG00000016887.1
C1s1	ENSMUSG00000038521.17		OTTMUSG00000034941.15
Gm14339	ENSMUSG00000085728.1		OTTMUSG00000016393.1
Nfe2	ENSMUSG00000058794.12		OTTMUSG00000034093.2
Rfx3	ENSMUSG00000040929.17		OTTMUSG00000037650.3
Gm26168	ENSMUSG00000065721.1		
Gm42668	ENSMUSG00000107373.1		OTTMUSG00000026751.33
Gm11357	ENSMUSG00000089749.1		OTTMUSG00000000637.1
Smim23	ENSMUSG00000020270.9		OTTMUSG00000005383.3
Gm3623	ENSMUSG00000092308.3		OTTMUSG00000037970.1
Gm9142	ENSMUSG00000099394.1		OTTMUSG00000045761.1
Gm48493	ENSMUSG00000113924.1		OTTMUSG00000066954.1
Colec11	ENSMUSG00000036655.8		OTTMUSG00000066424.1
Trav16n	ENSMUSG00000076822.2		OTTMUSG00000053837.2
Gm24342	ENSMUSG00000077095.1		
Gm48714	ENSMUSG00000111067.1		OTTMUSG00000063795.1
Gm13649	ENSMUSG00000082006.1		OTTMUSG00000013222.1
Gm18252	ENSMUSG00000111042.1		OTTMUSG00000063868.1
Brms1l	ENSMUSG00000012076.8		OTTMUSG00000065460.1
Cldn34c2	ENSMUSG00000095474.2		OTTMUSG00000074805.1
Gm14335	ENSMUSG00000081805.1		OTTMUSG00000020696.1
Serpinb9e	ENSMUSG00000062342.3		OTTMUSG00000000706.2
Tex36	ENSMUSG00000030976.3		OTTMUSG00000060673.1
Sde2	ENSMUSG00000038806.7		OTTMUSG00000050456.1
Acvr1c	ENSMUSG00000026834.13		OTTMUSG00000012673.3
Gm20467	ENSMUSG00000092250.1		OTTMUSG00000037536.1
Gm25427	ENSMUSG00000088230.1		
Il20rb	ENSMUSG00000044244.18		OTTMUSG00000027484.2
4921511E07Rik	ENSMUSG00000104133.1		OTTMUSG00000048148.1
Arhgef7	ENSMUSG00000031511.15		OTTMUSG00000021108.3
Gm38187	ENSMUSG00000102403.1		OTTMUSG00000049403.1
Gm44043	ENSMUSG00000107976.1		OTTMUSG00000057537.1
Gm24172	ENSMUSG00000077315.1		
R3hcc1	ENSMUSG00000034194.17		OTTMUSG00000029904.2
Mir669a-8	ENSMUSG00000104652.1		
Kctd15	ENSMUSG00000030499.9		OTTMUSG00000008374.3
Gm37355	ENSMUSG00000103595.1		OTTMUSG00000047705.1
Gm28990	ENSMUSG00000101982.6		OTTMUSG00000045795.1
Rab30	ENSMUSG00000030643.14		OTTMUSG00000022521.2
Trav20	ENSMUSG00000086858.2		OTTMUSG00000015427.3
Gm49272	ENSMUSG00000115329.1		OTTMUSG00000070047.1
Gm48659	ENSMUSG00000112486.1		OTTMUSG00000065332.1
Gm6591	ENSMUSG00000084070.1		OTTMUSG00000017375.2
Rnu3b4	ENSMUSG00000104896.1		
Gm27271	ENSMUSG00000098328.1		
Gm14827	ENSMUSG00000084904.1		OTTMUSG00000018126.1
Gcnt4	ENSMUSG00000091387.2		OTTMUSG00000067652.1
Gm25925	ENSMUSG00000088939.1		
Gm11528	ENSMUSG00000084856.1		OTTMUSG00000001753.1
Ntf5	ENSMUSG00000074121.3		OTTMUSG00000059407.1
Spata2l	ENSMUSG00000033594.11		OTTMUSG00000061958.1
Gm47491	ENSMUSG00000112933.1		OTTMUSG00000066161.1
Gm48119	ENSMUSG00000113795.1		OTTMUSG00000066245.1
Gm6057	ENSMUSG00000105396.1		OTTMUSG00000052917.1
Gm38257	ENSMUSG00000102258.1		OTTMUSG00000051119.1
Gm8745	ENSMUSG00000108936.1		OTTMUSG00000059520.1
Gm15593	ENSMUSG00000084203.1		OTTMUSG00000024171.1
Gm16219	ENSMUSG00000082619.1		OTTMUSG00000031843.1
Gm28767	ENSMUSG00000099766.1		OTTMUSG00000045641.1
AC103362.1	ENSMUSG00000117608.1		OTTMUSG00000073050.1
Gm4950	ENSMUSG00000069379.3		OTTMUSG00000073361.1
Helq	ENSMUSG00000035266.16		OTTMUSG00000026173.4
Gm9844	ENSMUSG00000091955.2		OTTMUSG00000042377.4
Gm46142	ENSMUSG00000111661.1		OTTMUSG00000062718.1
Gm23645	ENSMUSG00000065162.1		
Rasl2-9	ENSMUSG00000083649.5		OTTMUSG00000022852.2
Gm20648	ENSMUSG00000093779.1		OTTMUSG00000042148.1
Hist1h2ai	ENSMUSG00000071516.2		OTTMUSG00000000444.1
Gm22618	ENSMUSG00000095857.1		
Gm5218	ENSMUSG00000091198.2		OTTMUSG00000070897.1
Gm15779	ENSMUSG00000082633.1		OTTMUSG00000026163.1
Npas1	ENSMUSG00000001988.9		OTTMUSG00000060591.1
Slc25a11	ENSMUSG00000014606.14		OTTMUSG00000006069.3
Gm45165	ENSMUSG00000109413.1		OTTMUSG00000059391.1
Plaat3	ENSMUSG00000060675.13		OTTMUSG00000033094.2
Tslp	ENSMUSG00000024379.4		OTTMUSG00000073107.3
Gm43804	ENSMUSG00000104615.1		OTTMUSG00000053921.1
Fmo4	ENSMUSG00000026692.12		OTTMUSG00000021469.4
4933430M04Rik	ENSMUSG00000086892.1		OTTMUSG00000005294.1
Foxb1	ENSMUSG00000059246.4		OTTMUSG00000062761.1
Adgb	ENSMUSG00000050994.20		OTTMUSG00000023572.8
Rasl10a	ENSMUSG00000034209.4		OTTMUSG00000005072.1
Igkv9-129	ENSMUSG00000093906.5		OTTMUSG00000052548.2
Gm37293	ENSMUSG00000104112.1		OTTMUSG00000049267.1
Apaf1	ENSMUSG00000019979.12		OTTMUSG00000027822.1
Gm35256	ENSMUSG00000110554.1		OTTMUSG00000061605.1
Gm3371	ENSMUSG00000090716.2		OTTMUSG00000036397.1
Gm49980	ENSMUSG00000117465.1		OTTMUSG00000073073.1
Sphk1	ENSMUSG00000061878.15		OTTMUSG00000003900.3
Etnppl	ENSMUSG00000019232.14		OTTMUSG00000035930.3
Thrb	ENSMUSG00000021779.17		OTTMUSG00000023243.3
Frs2	ENSMUSG00000020170.4		OTTMUSG00000064280.1
Gm23875	ENSMUSG00000065645.1		
Gm16089	ENSMUSG00000081228.1		OTTMUSG00000030071.1
9230110F11Rik	ENSMUSG00000110497.1		OTTMUSG00000061969.1
Gm17997	ENSMUSG00000109681.1		OTTMUSG00000061371.1
Gm29629	ENSMUSG00000099874.1		OTTMUSG00000049383.1
Ihh	ENSMUSG00000006538.12		OTTMUSG00000048255.2
Gm47006	ENSMUSG00000112836.1		OTTMUSG00000063699.1
Mpv17l2	ENSMUSG00000035559.9		OTTMUSG00000061544.1
Zswim6	ENSMUSG00000032846.10		OTTMUSG00000067880.2
Gm16232	ENSMUSG00000090040.1		OTTMUSG00000031901.1
Gm44533	ENSMUSG00000109400.1		OTTMUSG00000059650.1
Gm22892	ENSMUSG00000089263.1		
Itpr3	ENSMUSG00000042644.9		OTTMUSG00000031360.2
Msmp	ENSMUSG00000078719.2		OTTMUSG00000007017.1
Gm29231	ENSMUSG00000096818.2		OTTMUSG00000045976.1
Gm30946	ENSMUSG00000105325.1		OTTMUSG00000052650.1
Grip1os3	ENSMUSG00000085454.1		OTTMUSG00000033554.1
Gm26396	ENSMUSG00000077281.1		
Sebox	ENSMUSG00000001103.7		OTTMUSG00000000145.4
Snx16	ENSMUSG00000027534.16		OTTMUSG00000051030.1
Tgm7	ENSMUSG00000079103.3		OTTMUSG00000015968.2
Pacs1	ENSMUSG00000024855.10		OTTMUSG00000074259.1
1700008N11Rik	ENSMUSG00000109657.1		OTTMUSG00000061085.1
Pfkp	ENSMUSG00000021196.14		OTTMUSG00000033856.4
Papolg	ENSMUSG00000020273.13		OTTMUSG00000005284.1
Ripply2	ENSMUSG00000047897.10		OTTMUSG00000045052.2
Ythdf1	ENSMUSG00000038848.14		OTTMUSG00000016403.2
Gm25052	ENSMUSG00000084610.1		
2410124H12Rik	ENSMUSG00000051297.8		OTTMUSG00000028530.2
Gm43179	ENSMUSG00000104751.1		OTTMUSG00000054569.1
Gm10343	ENSMUSG00000071671.5		OTTMUSG00000071216.1
Gm16076	ENSMUSG00000087514.1		OTTMUSG00000029885.1
Gm47957	ENSMUSG00000111561.1		OTTMUSG00000063091.1
Timp1	ENSMUSG00000001131.11		OTTMUSG00000017184.1
Gm23687	ENSMUSG00000096390.1		
Cyp4f41-ps	ENSMUSG00000024295.9		OTTMUSG00000031508.4
Gm2975	ENSMUSG00000109895.1		OTTMUSG00000061214.2
Olfr757-ps1	ENSMUSG00000092542.2		OTTMUSG00000037420.2
Gm28148	ENSMUSG00000101331.1		OTTMUSG00000046132.1
Gm47379	ENSMUSG00000111704.1		OTTMUSG00000063728.1
Gm28738	ENSMUSG00000099565.1		OTTMUSG00000048471.1
Gm29100	ENSMUSG00000100980.1		OTTMUSG00000048551.1
Magohb	ENSMUSG00000030188.12		OTTMUSG00000038227.3
Aadacl2	ENSMUSG00000091376.1		OTTMUSG00000052012.1
AC159140.1	ENSMUSG00000118444.1		OTTMUSG00000074864.1
Gm17230	ENSMUSG00000091730.1		OTTMUSG00000036898.1
Gm2467	ENSMUSG00000098102.1		OTTMUSG00000043183.1
Epn2	ENSMUSG00000001036.17		OTTMUSG00000005838.4
Gm22674	ENSMUSG00000077601.1		
Gm16297	ENSMUSG00000090047.1		OTTMUSG00000033318.1
Snora52	ENSMUSG00000064666.1		
Gm28599	ENSMUSG00000101689.1		OTTMUSG00000045535.1
Eme2	ENSMUSG00000073436.11		OTTMUSG00000030476.1
Wdfy1	ENSMUSG00000073643.11		OTTMUSG00000021445.6
Wdr61	ENSMUSG00000061559.15		OTTMUSG00000027395.3
Gm26633	ENSMUSG00000097441.1		OTTMUSG00000058541.1
Adh7	ENSMUSG00000055301.8		OTTMUSG00000052803.1
A330074K22Rik	ENSMUSG00000097960.1		OTTMUSG00000043041.1
Gm15181	ENSMUSG00000082745.1		OTTMUSG00000019420.1
Gm37502	ENSMUSG00000103908.1		OTTMUSG00000049939.1
Gm5152	ENSMUSG00000069355.12		OTTMUSG00000036502.1
Gm6350	ENSMUSG00000103351.1		OTTMUSG00000051098.1
Olfr807	ENSMUSG00000050478.3		OTTMUSG00000056624.2
Gm10581	ENSMUSG00000073807.1		
Mir8118	ENSMUSG00000098310.1		
Gm21859	ENSMUSG00000095369.2		OTTMUSG00000042327.2
Gm42949	ENSMUSG00000105401.1		OTTMUSG00000053480.1
Gm44903	ENSMUSG00000108642.1		OTTMUSG00000058386.1
Gm13106	ENSMUSG00000084123.1		OTTMUSG00000010437.1
Gm24892	ENSMUSG00000084696.1		
Gm6089	ENSMUSG00000105422.1		OTTMUSG00000053853.1
Gm24863	ENSMUSG00000096005.1		
Gm13062	ENSMUSG00000087525.1		OTTMUSG00000010221.1
Gm43570	ENSMUSG00000105945.1		OTTMUSG00000052450.1
Rhox3e	ENSMUSG00000059626.13		OTTMUSG00000017148.4
Mthfd1l	ENSMUSG00000040675.17		OTTMUSG00000029856.1
Gm49463	ENSMUSG00000116508.1		OTTMUSG00000071028.1
Gm45257	ENSMUSG00000110084.1		OTTMUSG00000061431.2
Usp46os2	ENSMUSG00000086234.3		OTTMUSG00000026339.2
Gm13466	ENSMUSG00000083807.1		OTTMUSG00000012323.1
Gm43785	ENSMUSG00000106912.1		OTTMUSG00000056225.1
Gm17161	ENSMUSG00000091741.1		OTTMUSG00000036663.1
Gm2445	ENSMUSG00000098113.1		OTTMUSG00000043371.1
Gm26458	ENSMUSG00000064766.1		
Gm10132	ENSMUSG00000063556.5		OTTMUSG00000046568.1
Gm10067	ENSMUSG00000095279.2		OTTMUSG00000059041.1
Cdc42bpa	ENSMUSG00000026490.18		OTTMUSG00000021765.8
Spata31d1d	ENSMUSG00000043986.5		OTTMUSG00000044381.1
Gm25226	ENSMUSG00000088823.1		
Gm13544	ENSMUSG00000086995.1		OTTMUSG00000012672.2
Gm45374	ENSMUSG00000109918.1		OTTMUSG00000061124.1
Gm28363	ENSMUSG00000100265.1		OTTMUSG00000049133.2
Nos3	ENSMUSG00000028978.12		OTTMUSG00000024082.1
Gm37491	ENSMUSG00000102217.1		OTTMUSG00000050803.1
AL672038.1	ENSMUSG00000118439.1		OTTMUSG00000074835.1
Gm22259	ENSMUSG00000096863.1		
Gm8062	ENSMUSG00000066714.6		OTTMUSG00000027731.1
Gm45488	ENSMUSG00000110168.1		OTTMUSG00000061107.1
Gm47237	ENSMUSG00000110888.1		OTTMUSG00000063133.1
Gm11859	ENSMUSG00000083330.1		OTTMUSG00000004642.1
Mir5615-2	ENSMUSG00000093498.1		
Gm10865	ENSMUSG00000116505.1		OTTMUSG00000070760.1
Olfr991-ps1	ENSMUSG00000110978.1		OTTMUSG00000062666.1
Gm34069	ENSMUSG00000111097.1		OTTMUSG00000062529.1
Zfp318	ENSMUSG00000015597.17		OTTMUSG00000023200.3
Gm10125	ENSMUSG00000063087.15		OTTMUSG00000030926.7
Gm14743	ENSMUSG00000079519.2		OTTMUSG00000017864.1
4930553I21Rik	ENSMUSG00000111165.1		OTTMUSG00000063579.1
4930587E11Rik	ENSMUSG00000107563.2		OTTMUSG00000057268.1
Gm11385	ENSMUSG00000081237.3		OTTMUSG00000000704.1
Mterf4	ENSMUSG00000026273.13		OTTMUSG00000021521.2
Gm37675	ENSMUSG00000102620.1		OTTMUSG00000051649.1
Lrrd1	ENSMUSG00000040367.2		OTTMUSG00000026683.3
Mir7000	ENSMUSG00000099093.1		
E130308A19Rik	ENSMUSG00000045071.14		OTTMUSG00000007411.2
Bcl2	ENSMUSG00000057329.7		OTTMUSG00000022128.2
1700019G24Rik	ENSMUSG00000085416.1		OTTMUSG00000023558.2
Gm4864	ENSMUSG00000112003.1		OTTMUSG00000065327.1
Lamb3	ENSMUSG00000026639.18		OTTMUSG00000025453.5
Dnajc24	ENSMUSG00000027166.14		OTTMUSG00000015171.2
Gm45337	ENSMUSG00000110061.1		OTTMUSG00000060161.1
Gm37365	ENSMUSG00000104013.1		OTTMUSG00000051387.1
C1qc	ENSMUSG00000036896.5		OTTMUSG00000009764.1
4930515B02Rik	ENSMUSG00000087045.1		OTTMUSG00000010083.1
Gm26036	ENSMUSG00000088774.1		
Gm7613	ENSMUSG00000087239.1		OTTMUSG00000034124.1
Fam166a	ENSMUSG00000026969.3		OTTMUSG00000011807.1
Gm9476	ENSMUSG00000112069.1		OTTMUSG00000065362.2
Gm28365	ENSMUSG00000099496.1		OTTMUSG00000047082.1
Gm42922	ENSMUSG00000104605.1		OTTMUSG00000052851.1
Gm27342	ENSMUSG00000098788.1		
Eda	ENSMUSG00000059327.9		OTTMUSG00000018058.4
Gm45084	ENSMUSG00000109045.1		OTTMUSG00000058979.1
Olfr752-ps1	ENSMUSG00000109027.1		OTTMUSG00000059236.1
Gm11551	ENSMUSG00000085594.1		OTTMUSG00000002136.1
Gm16701	ENSMUSG00000097823.2		OTTMUSG00000050600.1
Olfr879-ps1	ENSMUSG00000110675.1		OTTMUSG00000061768.1
Lifr	ENSMUSG00000054263.12		OTTMUSG00000070199.1
4930570D08Rik	ENSMUSG00000084875.2		OTTMUSG00000018711.2
9430078K24Rik	ENSMUSG00000112765.1		OTTMUSG00000065584.1
Gm22046	ENSMUSG00000094994.1		
Smim22	ENSMUSG00000096215.8		OTTMUSG00000044648.3
Gm3434	ENSMUSG00000098390.7		OTTMUSG00000044704.1
2810408A11Rik	ENSMUSG00000018570.17		OTTMUSG00000006031.5
Gm24862	ENSMUSG00000093981.1		
4930598N05Rik	ENSMUSG00000109160.1		OTTMUSG00000059588.4
Napepld	ENSMUSG00000044968.16		OTTMUSG00000025672.1
Gm13411	ENSMUSG00000085999.1		OTTMUSG00000011965.1
Aven	ENSMUSG00000003604.14		OTTMUSG00000015148.4
Gipr	ENSMUSG00000030406.7		OTTMUSG00000058589.3
Gm47186	ENSMUSG00000111849.1		OTTMUSG00000063304.1
Gm28666	ENSMUSG00000102003.1		OTTMUSG00000046594.1
Mageb3	ENSMUSG00000074881.4		OTTMUSG00000015439.1
Gm22614	ENSMUSG00000094812.1		
Gm7352	ENSMUSG00000096709.1		OTTMUSG00000036306.1
Gm16638	ENSMUSG00000087088.2		OTTMUSG00000036827.2
Gm42460	ENSMUSG00000106430.1		OTTMUSG00000054526.1
Hist1h2bl	ENSMUSG00000094338.1		OTTMUSG00000000443.1
Gata6	ENSMUSG00000005836.10		OTTMUSG00000071785.2
Gm6275	ENSMUSG00000081295.1		OTTMUSG00000018824.1
Olfr871	ENSMUSG00000061457.3		OTTMUSG00000061731.1
Gm12441	ENSMUSG00000083888.1		OTTMUSG00000006865.1
Wt1	ENSMUSG00000016458.14		OTTMUSG00000014987.5
Gm16020	ENSMUSG00000072576.5		OTTMUSG00000029094.1
Gm42547	ENSMUSG00000106990.1		OTTMUSG00000056143.1
Mturn	ENSMUSG00000038065.13		OTTMUSG00000047435.5
Tspear	ENSMUSG00000069581.12		OTTMUSG00000020510.3
1810007C17Rik	ENSMUSG00000100844.1		OTTMUSG00000045528.1
Igkv17-134	ENSMUSG00000091268.2		OTTMUSG00000052525.1
Gm17268	ENSMUSG00000092157.1		
Gm33732	ENSMUSG00000118120.1		OTTMUSG00000073411.1
Iqca	ENSMUSG00000026301.16		OTTMUSG00000048350.2
Gm9457	ENSMUSG00000095600.2		OTTMUSG00000059766.1
Evx1	ENSMUSG00000005503.8		OTTMUSG00000018871.4
Col28a1	ENSMUSG00000068794.7		OTTMUSG00000022693.3
Gm44373	ENSMUSG00000105214.1		
Gm14988	ENSMUSG00000082135.1		OTTMUSG00000018676.1
Cntn6	ENSMUSG00000030092.14		OTTMUSG00000033392.2
Cdk12	ENSMUSG00000003119.14		OTTMUSG00000002637.2
Gm20918	ENSMUSG00000093927.2		OTTMUSG00000045635.1
1700086L19Rik	ENSMUSG00000071265.10		OTTMUSG00000047023.2
AC138676.1	ENSMUSG00000118547.1		OTTMUSG00000074889.1
Gm48464	ENSMUSG00000112834.1		OTTMUSG00000063762.1
Gm22573	ENSMUSG00000064916.1		
Gm38242	ENSMUSG00000103740.1		OTTMUSG00000047715.1
Olfr447	ENSMUSG00000045708.4		OTTMUSG00000057460.3
Mir132	ENSMUSG00000065537.2		
Apol7d	ENSMUSG00000073652.10		OTTMUSG00000022136.2
Aplnr	ENSMUSG00000044338.9		OTTMUSG00000013465.2
Mirlet7a-1	ENSMUSG00000065421.3		
Gm16431	ENSMUSG00000083069.1		OTTMUSG00000017400.2
Vsir	ENSMUSG00000020101.14		OTTMUSG00000016473.4
Mup-ps26	ENSMUSG00000094202.1		OTTMUSG00000016259.1
Mir466d	ENSMUSG00000078031.1		
Zmynd11	ENSMUSG00000021156.17		OTTMUSG00000017437.9
1810062O18Rik	ENSMUSG00000084925.8		OTTMUSG00000025217.2
Gm28593	ENSMUSG00000101525.1		OTTMUSG00000045670.1
Gm27702	ENSMUSG00000098865.1		
Uhmk1	ENSMUSG00000026667.14		OTTMUSG00000021543.1
Gm49812	ENSMUSG00000117127.1		OTTMUSG00000072288.1
Gm7910	ENSMUSG00000082159.2		OTTMUSG00000021610.2
Gpr87	ENSMUSG00000051431.7		OTTMUSG00000052368.2
Gm6309	ENSMUSG00000096798.1		OTTMUSG00000037037.1
Gm25162	ENSMUSG00000089531.1		
Gm27679	ENSMUSG00000098373.1		
Gm3159	ENSMUSG00000095056.7		OTTMUSG00000036219.1
9530086P17Rik	ENSMUSG00000115790.1		OTTMUSG00000069716.1
Gm12168	ENSMUSG00000082530.1		OTTMUSG00000005496.1
Gm8391	ENSMUSG00000099864.1		OTTMUSG00000046794.1
Boc	ENSMUSG00000022687.12		OTTMUSG00000014980.2
Ticam1	ENSMUSG00000047123.8		OTTMUSG00000016637.1
Ntpcr	ENSMUSG00000031851.14		OTTMUSG00000032845.1
Gm29065	ENSMUSG00000099996.1		OTTMUSG00000047717.1
Gm14395	ENSMUSG00000084150.1		OTTMUSG00000016548.1
E330009J07Rik	ENSMUSG00000037172.14		OTTMUSG00000022837.3
L1td1	ENSMUSG00000087166.9		OTTMUSG00000008672.5
Olfr593	ENSMUSG00000073955.2		OTTMUSG00000019019.3
Gm18873	ENSMUSG00000112487.1		OTTMUSG00000065655.1
Gm45173	ENSMUSG00000108527.1		OTTMUSG00000058314.1
Gm16106	ENSMUSG00000082828.1		OTTMUSG00000030452.1
Mos	ENSMUSG00000078365.5		OTTMUSG00000004409.2
Cxcr6	ENSMUSG00000048521.8		OTTMUSG00000062909.1
Gm11855	ENSMUSG00000081026.1		OTTMUSG00000004635.1
Ddx18	ENSMUSG00000001674.11		OTTMUSG00000019928.6
Tnfaip8l1	ENSMUSG00000044469.8		OTTMUSG00000035458.2
Mrpl32	ENSMUSG00000015672.4		OTTMUSG00000066957.1
Gm21541	ENSMUSG00000094065.1		OTTMUSG00000011347.2
Gm13532	ENSMUSG00000081642.1		OTTMUSG00000012599.1
Gm12621	ENSMUSG00000096363.1		OTTMUSG00000007758.1
Gm44274	ENSMUSG00000108179.1		OTTMUSG00000057202.1
Gm15602	ENSMUSG00000083630.2		OTTMUSG00000024240.2
Gm17989	ENSMUSG00000109972.1		OTTMUSG00000060803.1
Gm18828	ENSMUSG00000097291.1		OTTMUSG00000042714.1
Gm15921	ENSMUSG00000094092.1		OTTMUSG00000027867.1
Hacl1	ENSMUSG00000021884.18		OTTMUSG00000024573.7
Gm42596	ENSMUSG00000105482.1		OTTMUSG00000054214.1
Gm27357	ENSMUSG00000099010.1		
Mir7056	ENSMUSG00000098960.1		
Ipp	ENSMUSG00000028696.12		OTTMUSG00000009405.1
BC064078	ENSMUSG00000087150.7		OTTMUSG00000029258.4
Gm47596	ENSMUSG00000111070.1		OTTMUSG00000063402.1
Gm22980	ENSMUSG00000064542.1		
Gm28105	ENSMUSG00000101250.1		OTTMUSG00000047145.1
Bsph1	ENSMUSG00000074378.5		OTTMUSG00000056433.1
Gm8222	ENSMUSG00000117699.1		OTTMUSG00000074411.1
Gm22843	ENSMUSG00000088335.1		
Gm42902	ENSMUSG00000106396.1		OTTMUSG00000053912.1
Gm9127	ENSMUSG00000101777.1		OTTMUSG00000045741.1
Nadk2	ENSMUSG00000022253.15		OTTMUSG00000045074.2
Gm44928	ENSMUSG00000109513.1		OTTMUSG00000059550.1
Gstt3	ENSMUSG00000001665.11		OTTMUSG00000031847.4
1700030J22Rik	ENSMUSG00000031847.8		OTTMUSG00000061720.1
Gm24212	ENSMUSG00000088883.1		
Mir6385	ENSMUSG00000098886.1		
Hottip	ENSMUSG00000055408.7		OTTMUSG00000018874.1
Pif1	ENSMUSG00000041064.13		OTTMUSG00000034117.3
Gm21751	ENSMUSG00000099339.1		OTTMUSG00000048182.1
Gm9823	ENSMUSG00000048316.3		
Gm50150	ENSMUSG00000118381.1		OTTMUSG00000074116.1
Gm22353	ENSMUSG00000065852.1		
Zbtb8b	ENSMUSG00000048485.12		OTTMUSG00000009660.3
Gm8708	ENSMUSG00000102023.1		OTTMUSG00000045839.1
Gm25187	ENSMUSG00000065840.1		
Gm26379	ENSMUSG00000099334.1		
Gm50197	ENSMUSG00000117855.1		OTTMUSG00000073651.1
Fam228a	ENSMUSG00000079177.4		OTTMUSG00000065262.2
Ankle2	ENSMUSG00000029501.14		OTTMUSG00000054096.2
Gm18075	ENSMUSG00000115435.1		OTTMUSG00000069870.2
Gm20118	ENSMUSG00000099941.1		OTTMUSG00000046705.1
Ankrd9	ENSMUSG00000037904.14		OTTMUSG00000032940.1
Gm1989	ENSMUSG00000096724.1		OTTMUSG00000017015.2
Gm49227	ENSMUSG00000115469.1		OTTMUSG00000069503.1
Mir466m	ENSMUSG00000092793.1		
Gm15353	ENSMUSG00000079146.2		OTTMUSG00000020616.3
Pou6f1	ENSMUSG00000009739.17		OTTMUSG00000039916.5
Grik5	ENSMUSG00000003378.9		OTTMUSG00000058241.2
1700015C15Rik	ENSMUSG00000113696.1		OTTMUSG00000067013.1
Dzank1	ENSMUSG00000037259.15		OTTMUSG00000004235.3
Scgb1b30	ENSMUSG00000078752.3		OTTMUSG00000008394.3
Gm45311	ENSMUSG00000110316.1		OTTMUSG00000060222.2
