LGALS3	ENSG00000131981.16	HGNC:6563	OTTHUMG00000171030.5
RPL23AP34	ENSG00000225991.1	HGNC:36035	OTTHUMG00000157055.1
AC100821.1	ENSG00000253667.2		OTTHUMG00000164312.2
AC007610.2	ENSG00000260381.2		OTTHUMG00000173451.1
BTF3P13	ENSG00000227118.3	HGNC:1128	OTTHUMG00000161089.1
AC009948.1	ENSG00000238082.1		OTTHUMG00000154424.1
AC139700.1	ENSG00000271034.1		OTTHUMG00000184384.1
ODAPH	ENSG00000174792.10	HGNC:26300	OTTHUMG00000130104.2
AC004866.1	ENSG00000223514.1		OTTHUMG00000156706.1
LARGE-AS1	ENSG00000224973.6	HGNC:40336	OTTHUMG00000150916.7
HSPE1P8	ENSG00000217897.2	HGNC:49326	OTTHUMG00000008349.1
NFATC2IP	ENSG00000176953.12	HGNC:25906	OTTHUMG00000097763.3
AC007424.1	ENSG00000257501.6		OTTHUMG00000170151.3
OR4D11	ENSG00000176200.1	HGNC:15174	OTTHUMG00000167342.2
RNA5SP170	ENSG00000252959.1	HGNC:43070	
VTRNA2-2P	ENSG00000251900.1	HGNC:46889	
SLC15A3	ENSG00000110446.11	HGNC:18068	OTTHUMG00000167804.5
PAX8	ENSG00000125618.17	HGNC:8622	OTTHUMG00000128529.12
AC007967.3	ENSG00000230025.1		OTTHUMG00000041264.1
MIR3976	ENSG00000272380.1	HGNC:41578	
GPN1	ENSG00000198522.14	HGNC:17030	OTTHUMG00000097784.6
KRT18P40	ENSG00000269012.2	HGNC:33409	OTTHUMG00000189492.1
AC004381.4	ENSG00000285303.1		OTTHUMG00000192558.1
RPL10AP6	ENSG00000226360.5	HGNC:36504	OTTHUMG00000157304.1
FBXO5	ENSG00000112029.10	HGNC:13584	OTTHUMG00000015854.3
OSGIN1	ENSG00000140961.14	HGNC:30093	OTTHUMG00000137640.7
RN7SKP296	ENSG00000223117.1	HGNC:46020	
AC146944.3	ENSG00000253333.1		OTTHUMG00000162474.2
UBE2F	ENSG00000184182.18	HGNC:12480	OTTHUMG00000133341.4
NINJ2	ENSG00000171840.12	HGNC:7825	OTTHUMG00000090311.5
SNORD36C	ENSG00000252542.1	HGNC:10165	
MIR6884	ENSG00000283721.1	HGNC:50091	
LINC02799	ENSG00000235887.2	HGNC:54324	OTTHUMG00000040701.2
ABCF1	ENSG00000204574.13	HGNC:70	OTTHUMG00000031094.8
AC093151.2	ENSG00000229901.1		OTTHUMG00000005714.1
MTND6P18	ENSG00000227714.1	HGNC:39481	OTTHUMG00000017223.1
RN7SL385P	ENSG00000241333.3	HGNC:46401	
AC120042.2	ENSG00000253121.1		OTTHUMG00000164366.1
AL021707.3	ENSG00000230149.2		OTTHUMG00000151089.1
RAP2C-AS1	ENSG00000232160.7	HGNC:40957	OTTHUMG00000022425.4
USP17L24	ENSG00000232264.4	HGNC:44453	OTTHUMG00000160201.2
ENPP7P7	ENSG00000273819.1	HGNC:48690	OTTHUMG00000187771.1
CCDC121	ENSG00000176714.9	HGNC:25833	OTTHUMG00000128427.4
C7orf31	ENSG00000153790.12	HGNC:21722	OTTHUMG00000128497.4
AL161742.1	ENSG00000177452.7		OTTHUMG00000009020.1
AC008817.1	ENSG00000251478.1		OTTHUMG00000162086.1
LINC02389	ENSG00000255693.3	HGNC:53316	OTTHUMG00000168829.4
RNA5SP61	ENSG00000252262.1	HGNC:42838	
MRS2	ENSG00000124532.14	HGNC:13785	OTTHUMG00000014355.2
AL929472.3	ENSG00000233728.1		OTTHUMG00000037488.1
AP000424.1	ENSG00000253666.2		OTTHUMG00000164722.4
AC016397.1	ENSG00000231906.1		OTTHUMG00000018173.1
AP004607.8	ENSG00000255360.1		OTTHUMG00000167646.1
AC010547.4	ENSG00000261611.6		OTTHUMG00000137588.41
EEF1A1P36	ENSG00000223912.1	HGNC:37914	OTTHUMG00000016340.2
AC103809.1	ENSG00000266106.1		OTTHUMG00000178579.1
AP001062.3	ENSG00000241728.5		OTTHUMG00000086918.1
AC073869.7	ENSG00000284604.1		OTTHUMG00000192333.1
HMGB1P3	ENSG00000250011.1	HGNC:4995	OTTHUMG00000153731.1
AC105031.2	ENSG00000253836.1		OTTHUMG00000164604.1
RPS10-NUDT3	ENSG00000270800.3	HGNC:49181	OTTHUMG00000185089.4
AC079117.1	ENSG00000234653.1		OTTHUMG00000152840.1
KRT18P63	ENSG00000235413.3	HGNC:48890	OTTHUMG00000160322.1
AC234644.2	ENSG00000287547.1		OTTHUMG00000193959.1
GGTLC5P	ENSG00000276160.1	HGNC:33427	OTTHUMG00000188346.1
TSPEAR-AS1	ENSG00000235890.2	HGNC:1271	OTTHUMG00000041216.3
DENND3	ENSG00000105339.10	HGNC:29134	OTTHUMG00000164775.12
MIR4293	ENSG00000266321.1	HGNC:38270	
AC068205.2	ENSG00000283341.2		OTTHUMG00000191842.3
AL592227.1	ENSG00000275130.1		OTTHUMG00000187711.1
AL021408.2	ENSG00000280155.1		OTTHUMG00000175941.1
SNORD115-21	ENSG00000199833.1	HGNC:33040	
SRSF8	ENSG00000263465.4	HGNC:16988	OTTHUMG00000188534.3
PPP1R14B-AS1	ENSG00000256940.2	HGNC:54233	OTTHUMG00000167815.3
AC104561.1	ENSG00000253390.1		OTTHUMG00000163862.1
SNORD114-1	ENSG00000199575.1	HGNC:32989	
DNAJA3	ENSG00000103423.14	HGNC:11808	OTTHUMG00000129470.4
APOBEC3D	ENSG00000243811.10	HGNC:17354	OTTHUMG00000192151.2
AC007923.1	ENSG00000263567.1		OTTHUMG00000179290.1
AC117392.1	ENSG00000239706.1		OTTHUMG00000158650.1
RNU1-11P	ENSG00000206702.1	HGNC:10137	
AC005045.2	ENSG00000276185.1		
PBK	ENSG00000168078.10	HGNC:18282	OTTHUMG00000102113.6
IGHV3-69-1	ENSG00000282600.2	HGNC:5631	OTTHUMG00000191145.2
MZT1P2	ENSG00000271404.1	HGNC:50606	OTTHUMG00000184423.1
SCYGR1	ENSG00000284629.1	HGNC:34218	OTTHUMG00000192261.1
ALOX5AP	ENSG00000132965.9	HGNC:436	OTTHUMG00000016677.2
AL137139.1	ENSG00000201245.1		
IGLV3-24	ENSG00000253822.1	HGNC:5907	OTTHUMG00000151230.2
AC010776.2	ENSG00000267774.2		OTTHUMG00000180091.2
FNBP1L	ENSG00000137942.16	HGNC:20851	OTTHUMG00000010863.4
HRH1	ENSG00000196639.6	HGNC:5182	OTTHUMG00000129719.5
AC133480.1	ENSG00000258235.1		OTTHUMG00000169681.1
AC007100.2	ENSG00000286604.1		OTTHUMG00000194467.1
AC114760.2	ENSG00000272211.1		OTTHUMG00000185371.1
LYPLA1	ENSG00000120992.18	HGNC:6737	OTTHUMG00000164313.6
RPL10P1	ENSG00000217026.3	HGNC:10300	OTTHUMG00000078695.1
ASNSP4	ENSG00000251470.1	HGNC:39400	OTTHUMG00000160508.1
AC097110.1	ENSG00000251527.1		OTTHUMG00000160708.1
AC097499.2	ENSG00000286206.1		OTTHUMG00000193072.1
AC011303.1	ENSG00000288089.1		OTTHUMG00000195606.1
ROBO4	ENSG00000154133.15	HGNC:17985	OTTHUMG00000165936.3
GCNT3	ENSG00000140297.13	HGNC:4205	OTTHUMG00000132726.6
AL135934.1	ENSG00000254669.1		OTTHUMG00000166329.1
AC090338.1	ENSG00000287993.1		OTTHUMG00000194571.1
IFNL4P1	ENSG00000272311.1	HGNC:45090	OTTHUMG00000185300.2
Y_RNA	ENSG00000201421.1		
RNA5SP440	ENSG00000276036.1	HGNC:43340	
AC113347.1	ENSG00000230571.2		OTTHUMG00000161965.1
AL035541.1	ENSG00000227297.1		OTTHUMG00000032826.2
MLF2	ENSG00000089693.10	HGNC:7126	OTTHUMG00000168717.5
AC092423.1	ENSG00000232944.1		OTTHUMG00000156294.1
IL12RB2	ENSG00000081985.11	HGNC:5972	OTTHUMG00000009094.6
BSN	ENSG00000164061.5	HGNC:1117	OTTHUMG00000133750.2
AC117947.1	ENSG00000236440.1		OTTHUMG00000153668.1
WDR12	ENSG00000138442.9	HGNC:14098	OTTHUMG00000132855.5
IRGC	ENSG00000124449.7	HGNC:28835	OTTHUMG00000154587.5
AMT	ENSG00000145020.15	HGNC:473	OTTHUMG00000156847.12
AC025810.1	ENSG00000260042.1		OTTHUMG00000173281.1
AC008121.2	ENSG00000274156.1		OTTHUMG00000187369.1
YTHDF3-AS1	ENSG00000270673.1	HGNC:48728	OTTHUMG00000185282.1
C9orf147	ENSG00000230185.5	HGNC:31438	OTTHUMG00000020505.2
OR2T29	ENSG00000182783.5	HGNC:31253	OTTHUMG00000040382.3
TLCD3B	ENSG00000149926.13	HGNC:25295	OTTHUMG00000132105.6
RPS17P13	ENSG00000224706.1	HGNC:36664	OTTHUMG00000154989.1
AL159158.1	ENSG00000285714.1		OTTHUMG00000193200.1
RNA5S6	ENSG00000200624.1	HGNC:34367	
AC024614.1	ENSG00000264643.1		OTTHUMG00000179667.1
MYCBP	ENSG00000214114.9	HGNC:7554	OTTHUMG00000000484.8
LINC01541	ENSG00000260676.5	HGNC:51309	OTTHUMG00000176200.2
RNU6-929P	ENSG00000207158.1	HGNC:47892	
AL359385.1	ENSG00000231398.1		OTTHUMG00000018844.1
AP000350.3	ENSG00000231271.1		OTTHUMG00000150776.1
LINC01883	ENSG00000235009.1	HGNC:52702	OTTHUMG00000153433.1
MIR4687	ENSG00000284525.1	HGNC:41712	
MICOS13	ENSG00000174917.8	HGNC:33702	OTTHUMG00000180503.2
DPM3	ENSG00000179085.7	HGNC:3007	OTTHUMG00000035335.1
LRRC37A6P	ENSG00000230445.4	HGNC:33746	OTTHUMG00000017852.2
AC109479.2	ENSG00000253617.2		OTTHUMG00000163597.2
DEFB123	ENSG00000180424.7	HGNC:18103	OTTHUMG00000032170.3
KPNA2P1	ENSG00000236530.2	HGNC:52871	OTTHUMG00000151983.2
LINC01164	ENSG00000189275.4	HGNC:49533	OTTHUMG00000186599.2
AC007923.2	ENSG00000265863.1		OTTHUMG00000179289.1
TMEM88	ENSG00000167874.7	HGNC:32371	OTTHUMG00000178022.2
TOE1	ENSG00000132773.12	HGNC:15954	OTTHUMG00000007678.3
MIR7154	ENSG00000276639.1	HGNC:49972	
AC002069.3	ENSG00000235639.1		OTTHUMG00000154429.1
Y_RNA	ENSG00000199911.1		
AC243960.5	ENSG00000269354.1		OTTHUMG00000182637.1
AC093423.2	ENSG00000230735.1		OTTHUMG00000040465.1
LRP12	ENSG00000147650.11	HGNC:31708	OTTHUMG00000164892.6
AC107934.1	ENSG00000253413.1		OTTHUMG00000164308.1
AL512310.7	ENSG00000257884.2		OTTHUMG00000170555.2
AC019288.1	ENSG00000259688.1		OTTHUMG00000172345.1
ZNF84-DT	ENSG00000246394.7	HGNC:53355	OTTHUMG00000167937.10
ATAD3C	ENSG00000215915.10	HGNC:32151	OTTHUMG00000000531.8
AC023824.3	ENSG00000260958.3		OTTHUMG00000176241.3
VN1R40P	ENSG00000223845.1	HGNC:37360	OTTHUMG00000154491.1
ARF4	ENSG00000168374.11	HGNC:655	OTTHUMG00000158601.6
OFD1P13Y	ENSG00000225287.1	HGNC:23885	OTTHUMG00000045290.1
RNU6-1308P	ENSG00000252626.1	HGNC:48271	
AL161717.1	ENSG00000287018.1		OTTHUMG00000194926.1
MTND4P34	ENSG00000262322.1	HGNC:51948	OTTHUMG00000177347.1
AC139712.2	ENSG00000225842.1		OTTHUMG00000152475.1
AC136624.1	ENSG00000262332.1		OTTHUMG00000177316.1
LINC01038	ENSG00000229011.1	HGNC:49026	OTTHUMG00000017137.1
METTL15P1	ENSG00000174912.7	HGNC:31926	OTTHUMG00000158645.1
OR5AL1	ENSG00000272987.1	HGNC:14844	OTTHUMG00000154218.3
AC112236.1	ENSG00000261268.1		OTTHUMG00000175997.1
GTF2IP23	ENSG00000230295.1	HGNC:51735	OTTHUMG00000156905.1
AC011246.1	ENSG00000286481.1		OTTHUMG00000195768.1
AC073264.2	ENSG00000230556.1		OTTHUMG00000153234.1
VENTX	ENSG00000151650.8	HGNC:13639	OTTHUMG00000019307.5
JSRP1	ENSG00000167476.10	HGNC:24963	OTTHUMG00000180413.5
MORC3	ENSG00000159256.13	HGNC:23572	OTTHUMG00000086620.5
MIR3688-1	ENSG00000264105.1	HGNC:38986	
AL450267.1	ENSG00000258885.1		OTTHUMG00000171060.1
AC091564.6	ENSG00000255680.1		OTTHUMG00000168089.1
AL136126.1	ENSG00000241255.1		OTTHUMG00000158342.1
MARCH4	ENSG00000144583.5	HGNC:29269	OTTHUMG00000154824.3
AC005176.2	ENSG00000269519.1		OTTHUMG00000183080.1
AL132709.5	ENSG00000222095.1		
NDUFB9P3	ENSG00000253994.1	HGNC:52271	OTTHUMG00000164906.1
DIO3OS	ENSG00000258498.8	HGNC:20348	OTTHUMG00000171682.1
AC012572.1	ENSG00000265378.1		OTTHUMG00000179397.1
AL158071.2	ENSG00000230147.2		OTTHUMG00000020206.2
DCTN2	ENSG00000175203.15	HGNC:2712	OTTHUMG00000170124.5
PPIAP8	ENSG00000225185.3	HGNC:9271	OTTHUMG00000170630.1
GABRB2	ENSG00000145864.12	HGNC:4082	OTTHUMG00000130349.2
AP000755.2	ENSG00000255219.1		OTTHUMG00000166038.1
HNRNPCL1	ENSG00000179172.9	HGNC:29295	OTTHUMG00000001931.3
NAA35	ENSG00000135040.16	HGNC:24340	OTTHUMG00000020131.3
AC005777.1	ENSG00000267148.1		OTTHUMG00000182152.1
RNU6-100P	ENSG00000252414.1	HGNC:47063	
MTCO1P45	ENSG00000232982.1	HGNC:52110	OTTHUMG00000153812.1
CDC42P4	ENSG00000249965.2	HGNC:44428	OTTHUMG00000161101.2
MIR3690	ENSG00000265658.6	HGNC:38967	
FLNC	ENSG00000128591.15	HGNC:3756	OTTHUMG00000023627.3
AC093663.2	ENSG00000243280.2		OTTHUMG00000157544.2
RPL36AP21	ENSG00000240785.2	HGNC:37041	OTTHUMG00000157629.2
MYL12BP2	ENSG00000227765.4	HGNC:51650	OTTHUMG00000160610.1
SDHDP1	ENSG00000267162.1	HGNC:10684	OTTHUMG00000180685.1
IL6STP1	ENSG00000227018.1	HGNC:6022	OTTHUMG00000059144.1
Metazoa_SRP	ENSG00000197334.2		
LINC01492	ENSG00000225564.6	HGNC:51149	OTTHUMG00000020399.3
AL357078.1	ENSG00000235804.2		OTTHUMG00000009306.2
UBC	ENSG00000150991.15	HGNC:12468	OTTHUMG00000044421.6
AC021451.2	ENSG00000286484.1		OTTHUMG00000195168.1
COPS4	ENSG00000138663.9	HGNC:16702	OTTHUMG00000130298.4
MIR3133	ENSG00000263752.1	HGNC:38305	
NEURL1-AS1	ENSG00000235470.5	HGNC:51220	OTTHUMG00000018993.1
LINC01633	ENSG00000260976.2	HGNC:52420	OTTHUMG00000176171.2
AC005722.3	ENSG00000262681.2		OTTHUMG00000178220.2
ZIC3	ENSG00000156925.12	HGNC:12874	OTTHUMG00000022525.2
MIR8059	ENSG00000278672.1	HGNC:50068	
KRT19P4	ENSG00000234102.1	HGNC:45073	OTTHUMG00000018347.1
RNA5SP54	ENSG00000252760.1	HGNC:42831	
AL669831.3	ENSG00000230021.10		OTTHUMG00000191652.4
AP006333.2	ENSG00000256481.1		OTTHUMG00000167917.1
AL138880.1	ENSG00000219384.1		OTTHUMG00000014770.1
AL391069.3	ENSG00000273481.1		OTTHUMG00000186416.2
TMEM65	ENSG00000164983.7	HGNC:25203	OTTHUMG00000165021.2
GABRE	ENSG00000102287.19	HGNC:4085	OTTHUMG00000024176.4
NPM1P2	ENSG00000266227.1	HGNC:7922	OTTHUMG00000179428.2
AC092941.2	ENSG00000236412.1		OTTHUMG00000156393.1
SCART1	ENSG00000214279.13	HGNC:32411	OTTHUMG00000019326.5
RNU6-789P	ENSG00000252914.1	HGNC:47752	
LINC01388	ENSG00000231808.2	HGNC:50660	OTTHUMG00000019424.2
RNU6-748P	ENSG00000207378.1	HGNC:47711	
SIRT2	ENSG00000068903.20	HGNC:10886	OTTHUMG00000150480.4
ANHX	ENSG00000227059.6	HGNC:40024	OTTHUMG00000167949.1
NDUFS7	ENSG00000115286.20	HGNC:7714	OTTHUMG00000168077.14
AL121917.2	ENSG00000270951.1		OTTHUMG00000185295.1
MIR411	ENSG00000199109.4	HGNC:32792	
KCNMB3P1	ENSG00000239435.2	HGNC:6288	OTTHUMG00000141303.3
TMEM80	ENSG00000177042.14	HGNC:27453	OTTHUMG00000133307.7
NDUFC1	ENSG00000109390.12	HGNC:7705	OTTHUMG00000133387.4
IGHV3-64D	ENSG00000282639.1	HGNC:49603	OTTHUMG00000191142.2
AMELX	ENSG00000125363.14	HGNC:461	OTTHUMG00000021130.1
IGLV11-55	ENSG00000211641.3	HGNC:5886	OTTHUMG00000150995.6
PHLDB1	ENSG00000019144.19	HGNC:23697	OTTHUMG00000166341.9
ZNF519P1	ENSG00000232950.1	HGNC:50785	OTTHUMG00000018611.1
NEGR1-IT1	ENSG00000228853.1	HGNC:41432	OTTHUMG00000009732.1
SNORD5	ENSG00000239195.1	HGNC:32702	
AP000997.1	ENSG00000239153.1		
UCP2	ENSG00000175567.10	HGNC:12518	OTTHUMG00000168095.7
AL118505.1	ENSG00000278192.1		OTTHUMG00000186613.2
CFAP97D1	ENSG00000231256.8	HGNC:37241	OTTHUMG00000180890.3
AL109613.1	ENSG00000224093.5		OTTHUMG00000010302.1
HEATR1	ENSG00000119285.11	HGNC:25517	OTTHUMG00000040061.4
AL512310.2	ENSG00000257395.1		OTTHUMG00000170556.1
TMPRSS3	ENSG00000160183.16	HGNC:11877	OTTHUMG00000086796.6
HACD3	ENSG00000074696.13	HGNC:24175	OTTHUMG00000172658.10
MTND6P1	ENSG00000223955.1	HGNC:38730	OTTHUMG00000041270.1
AC040977.2	ENSG00000267047.1		OTTHUMG00000180218.1
AC010336.4	ENSG00000268149.1		OTTHUMG00000182573.1
AC096741.1	ENSG00000251171.1		OTTHUMG00000161024.1
SRP14-AS1	ENSG00000248508.8	HGNC:48619	OTTHUMG00000172392.10
AC211476.2	ENSG00000272843.1		OTTHUMG00000186270.1
H2AFB1	ENSG00000274183.1	HGNC:22516	OTTHUMG00000034291.2
AL157938.4	ENSG00000286547.1		OTTHUMG00000194076.1
THRSP	ENSG00000151365.2	HGNC:11800	OTTHUMG00000166632.1
SLC35B4	ENSG00000205060.11	HGNC:20584	OTTHUMG00000155321.4
AC013565.3	ENSG00000261407.2		OTTHUMG00000172882.2
MIR3192	ENSG00000265137.3	HGNC:38202	
VAX1	ENSG00000148704.13	HGNC:12660	OTTHUMG00000019117.5
TGM5	ENSG00000104055.16	HGNC:11781	OTTHUMG00000176488.4
PEX10	ENSG00000157911.10	HGNC:8851	OTTHUMG00000001637.8
AL121890.2	ENSG00000276768.1		OTTHUMG00000186605.1
Metazoa_SRP	ENSG00000275460.1		
RPL6P2	ENSG00000227056.2	HGNC:35964	OTTHUMG00000012344.3
AC079944.2	ENSG00000241889.1		OTTHUMG00000159339.1
AC091769.2	ENSG00000282915.1		OTTHUMG00000191482.1
MEPE	ENSG00000152595.16	HGNC:13361	OTTHUMG00000130592.5
AMFR	ENSG00000159461.15	HGNC:463	OTTHUMG00000133239.6
HSFY7P	ENSG00000228571.1	HGNC:38791	OTTHUMG00000043851.1
QKI	ENSG00000112531.17	HGNC:21100	OTTHUMG00000015977.6
AC015799.1	ENSG00000279432.1		OTTHUMG00000185903.1
ADPRM	ENSG00000170222.12	HGNC:30925	OTTHUMG00000130366.7
CDC34	ENSG00000099804.9	HGNC:1734	OTTHUMG00000180558.11
DST	ENSG00000151914.20	HGNC:1090	OTTHUMG00000014913.26
RPL34P33	ENSG00000241282.1	HGNC:36666	OTTHUMG00000158099.1
PRAM1	ENSG00000133246.12	HGNC:30091	OTTHUMG00000167924.5
AC097358.2	ENSG00000272202.1		OTTHUMG00000185634.1
RPL9P32	ENSG00000242100.2	HGNC:36418	OTTHUMG00000158141.2
AP002512.1	ENSG00000254411.1		OTTHUMG00000166878.1
AC018804.1	ENSG00000227632.2		OTTHUMG00000153751.1
SNORA36A	ENSG00000206948.1	HGNC:32628	
RPS4XP20	ENSG00000249987.1	HGNC:36437	OTTHUMG00000184237.1
MRPS18AP1	ENSG00000229759.1	HGNC:29740	OTTHUMG00000156829.1
SNRNP48	ENSG00000168566.13	HGNC:21368	OTTHUMG00000014213.5
LEUTX	ENSG00000213921.7	HGNC:31953	OTTHUMG00000170877.5
AC023813.3	ENSG00000260052.1		OTTHUMG00000174456.1
PCDHB2	ENSG00000112852.7	HGNC:8687	OTTHUMG00000129606.6
DUX4L31	ENSG00000231411.1	HGNC:51770	OTTHUMG00000041619.1
TOMM34	ENSG00000025772.8	HGNC:15746	OTTHUMG00000032552.4
AC020558.2	ENSG00000265511.1		OTTHUMG00000178674.1
MBTPS2	ENSG00000012174.12	HGNC:15455	OTTHUMG00000021237.2
AC007598.3	ENSG00000278979.1		OTTHUMG00000173260.1
AC105399.1	ENSG00000237077.1		OTTHUMG00000152847.2
AC092666.2	ENSG00000276538.1		OTTHUMG00000187707.1
AC010186.2	ENSG00000256594.8		OTTHUMG00000186391.4
IL2RA	ENSG00000134460.17	HGNC:6008	OTTHUMG00000017616.4
AL360015.1	ENSG00000287728.1		OTTHUMG00000195495.1
NOD1	ENSG00000106100.11	HGNC:16390	OTTHUMG00000023923.5
CLOCK	ENSG00000134852.15	HGNC:2082	OTTHUMG00000102141.8
AC090340.1	ENSG00000277837.1		OTTHUMG00000172421.1
DNAJC10	ENSG00000077232.18	HGNC:24637	OTTHUMG00000154209.7
RNA5SP46	ENSG00000199240.1	HGNC:42822	
AC025538.1	ENSG00000214980.4		OTTHUMG00000160895.1
SDCCAG8	ENSG00000054282.16	HGNC:10671	OTTHUMG00000039996.4
AC036214.2	ENSG00000272518.1		OTTHUMG00000185346.1
AL596094.1	ENSG00000272764.1		OTTHUMG00000186103.1
USP21	ENSG00000143258.16	HGNC:12620	OTTHUMG00000033154.7
MIR28	ENSG00000207651.1	HGNC:31615	
NXPE4	ENSG00000137634.10	HGNC:23117	OTTHUMG00000168291.2
AC090058.1	ENSG00000244266.1		OTTHUMG00000157568.1
MTND4LP14	ENSG00000243104.1	HGNC:42248	OTTHUMG00000154460.1
ARL3	ENSG00000138175.9	HGNC:694	OTTHUMG00000018965.3
TMCC3	ENSG00000057704.13	HGNC:29199	OTTHUMG00000170225.4
AC026523.4	ENSG00000287321.1		OTTHUMG00000194057.1
ZNF658B	ENSG00000198416.9	HGNC:32033	OTTHUMG00000171406.7
PTGS2	ENSG00000073756.12	HGNC:9605	OTTHUMG00000035473.4
AC108002.1	ENSG00000253806.1		OTTHUMG00000164674.1
MIR3157	ENSG00000266407.1	HGNC:38172	
AC138089.1	ENSG00000229255.1		OTTHUMG00000041417.1
KRT84	ENSG00000161849.3	HGNC:6461	OTTHUMG00000169634.1
ST20-AS1	ENSG00000259642.2	HGNC:27521	OTTHUMG00000172079.2
TSPY25P	ENSG00000234110.1	HGNC:38726	OTTHUMG00000041527.1
PPIAL4H	ENSG00000270339.3	HGNC:53889	OTTHUMG00000191983.1
TOMM5	ENSG00000175768.13	HGNC:31369	OTTHUMG00000019923.3
Y_RNA	ENSG00000207525.1		
CALM1P2	ENSG00000230564.1	HGNC:1444	OTTHUMG00000156129.1
AC003659.1	ENSG00000237994.1		OTTHUMG00000021315.1
PCNPP3	ENSG00000213344.2	HGNC:41975	OTTHUMG00000168873.1
OR1AC1P	ENSG00000267129.1	HGNC:31243	OTTHUMG00000179846.1
GTF2I	ENSG00000263001.6	HGNC:4659	OTTHUMG00000156237.8
LINC02808	ENSG00000284696.2	HGNC:54340	OTTHUMG00000192329.2
LINC01555	ENSG00000180869.4	HGNC:26647	OTTHUMG00000009923.1
STK25	ENSG00000115694.15	HGNC:11404	OTTHUMG00000133408.17
MRC1	ENSG00000260314.3	HGNC:7228	OTTHUMG00000174646.4
RNU6-249P	ENSG00000199886.1	HGNC:47212	
AC100827.3	ENSG00000260534.1		OTTHUMG00000176421.1
OR52T1P	ENSG00000233646.1	HGNC:15236	OTTHUMG00000066910.1
STAG3L1	ENSG00000205583.13	HGNC:33852	OTTHUMG00000155940.8
CYTOR	ENSG00000222041.11	HGNC:28717	OTTHUMG00000130273.15
AC090946.1	ENSG00000286689.1		OTTHUMG00000195861.1
Y_RNA	ENSG00000206914.1		
QSOX1	ENSG00000116260.17	HGNC:9756	OTTHUMG00000035256.4
LINC01975	ENSG00000263312.1	HGNC:52802	OTTHUMG00000177725.1
RPS23P3	ENSG00000244099.1	HGNC:35499	OTTHUMG00000157494.1
MKNK2P1	ENSG00000233533.1	HGNC:44970	OTTHUMG00000017966.1
AC105916.1	ENSG00000287117.1		OTTHUMG00000194110.1
RALY	ENSG00000125970.12	HGNC:15921	OTTHUMG00000032283.4
ARV1	ENSG00000173409.14	HGNC:29561	OTTHUMG00000037837.7
PPIL2	ENSG00000100023.19	HGNC:9261	OTTHUMG00000191763.2
AC006504.3	ENSG00000267264.1		OTTHUMG00000180739.1
WDR92	ENSG00000243667.7	HGNC:25176	OTTHUMG00000152561.6
ZNF414	ENSG00000133250.14	HGNC:20630	OTTHUMG00000182240.5
LENG1	ENSG00000105617.4	HGNC:15502	OTTHUMG00000066486.3
AL355834.2	ENSG00000286355.1		OTTHUMG00000195035.1
AC016588.2	ENSG00000282393.1		OTTHUMG00000187448.2
GXYLT1P2	ENSG00000224860.1	HGNC:39677	OTTHUMG00000074230.1
AC064807.4	ENSG00000272024.1		OTTHUMG00000185456.1
C1orf50	ENSG00000164008.16	HGNC:28795	OTTHUMG00000191873.3
RNU6-1105P	ENSG00000207505.1	HGNC:48068	
RNU7-40P	ENSG00000252206.1	HGNC:34136	
STEAP1	ENSG00000164647.9	HGNC:11378	OTTHUMG00000023006.7
Y_RNA	ENSG00000199801.1		
AC245452.2	ENSG00000225544.1		OTTHUMG00000150829.1
Y_RNA	ENSG00000206711.1		
GLTPD2	ENSG00000182327.8	HGNC:33756	OTTHUMG00000177929.2
AC027584.1	ENSG00000287944.1		OTTHUMG00000194506.1
AC004967.1	ENSG00000243554.1		OTTHUMG00000154182.3
AC009652.1	ENSG00000255160.5		OTTHUMG00000166465.2
AP006295.1	ENSG00000254434.1		OTTHUMG00000166791.1
P2RY14	ENSG00000174944.9	HGNC:16442	OTTHUMG00000159859.4
ACTL10	ENSG00000182584.5	HGNC:16127	OTTHUMG00000032262.2
SPATA3	ENSG00000173699.16	HGNC:17884	OTTHUMG00000133221.5
LRCH3	ENSG00000186001.14	HGNC:28637	OTTHUMG00000155378.5
NIM1K	ENSG00000177453.7	HGNC:28646	OTTHUMG00000131147.2
TRBJ2-1	ENSG00000211764.1	HGNC:12168	OTTHUMG00000158918.3
SSX8P	ENSG00000157965.11	HGNC:19654	OTTHUMG00000021573.4
RPL23AP93	ENSG00000232873.1	HGNC:51628	OTTHUMG00000156036.1
RBMY2TP	ENSG00000237269.1	HGNC:23897	OTTHUMG00000042040.1
LRRC23	ENSG00000010626.15	HGNC:19138	OTTHUMG00000156668.5
LRFN5	ENSG00000165379.13	HGNC:20360	OTTHUMG00000140261.4
AC093270.1	ENSG00000213755.3		OTTHUMG00000157777.1
NDUFB2-AS1	ENSG00000240889.1	HGNC:40396	OTTHUMG00000157407.1
C16orf89	ENSG00000153446.15	HGNC:28687	OTTHUMG00000159314.4
AC108488.3	ENSG00000287126.1		OTTHUMG00000195597.1
GSTP1	ENSG00000084207.17	HGNC:4638	OTTHUMG00000137430.4
CANT1	ENSG00000171302.17	HGNC:19721	OTTHUMG00000177570.9
RPS28P8	ENSG00000226093.1	HGNC:36938	OTTHUMG00000016798.1
DANCR	ENSG00000226950.7	HGNC:28964	OTTHUMG00000154670.4
